Client Name,Client ABN,Date Published,Parent Organisation,Org ABN,is_energy
FINISAR AUSTRALIA PTY LIMITED,45 098 184 582,27/07/2023,Precision Public Affairs Pty Ltd,42639299415,No
FIPRA,,29/09/2010,Richardson Coutts Pty Ltd,82378912405,No
FIPRA Europe Brussels,,17/01/2011,FIPRA Australia Pty Limited,50078482596,No
FIPRA International UK,,01/03/2010,FIPRA Australia Pty Limited,50078482596,No
Fireball.International,12633824852,09/07/2021,Australian Strategic Advisory,51623355377,No
FIRMUS TECHNOLOGIES PTY LTD,28655498105,25/02/2025,EJF Advisory Pty Ltd,91 659 678 047,No
FIRST NATIONS LEGAL & RESEARCH SERVICES LTD,27 105 885 149,03/07/2025,Hawker Britton Group Pty Ltd,79109681405,No
First Quantum Minerals,38 124 800 611,19/06/2020,Clarity Corporate Communications Pty Ltd,80086277787,No
First Voice,12156662314,10/12/2019,Astute Advocacy Pty Ltd,12679441644,No
FitzWalter Capital (Australia) Pty Ltd,52 671 791 352,03/02/2025,CT GROUP (AUSTRALIA) PTY LTD,58101934454,No
Five Star Party Co. Pty Ltd,48060782381,07/08/2024,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,No
Fivecast Pty Ltd,48621030199,19/09/2024,Capital Integrity Group Pty Ltd,99 649 180 898,No
Fivex Services Pty Limited,69617541278,23/03/2018,PremierNational Pty Ltd,71619450841,No
FIVEX SERVICES PTY LIMITED,69617541278,23/03/2018,Premier State Consulting Pty Ltd,26149964189,No
Fleet Foot Pty Ltd,93073524240,21/10/2024,Fleetfoot Promotions Pty Ltd,93073524240,No
Fleet Space Technologies Pty Ltd,27 607 948 729,05/06/2025,Nova Systems Australia Pty Ltd,39613308008,No
Fleets Flyers Pty Ltd,41008417016,04/07/2024,Jacquelynne Willcox Corporate Affairs,75455281489,No
Flinders University,65542596200,23/01/2025,"Davies, Scott Andrew",98468815818,No
Flinders University,65 542 596 200,17/07/2025,PYNE AND PARTNERS PTY LTD,81634747363,No
Flipscreen,,19/06/2025,Dragoman Pty Ltd,76619209915,No
Flying Whales,,17/07/2025,PYNE AND PARTNERS PTY LTD,81634747363,No
Focus ACT,26653640096,08/07/2020,Zennex Pty Ltd,59094134111,No
Football Federation Tasmania Ltd,64067682044,09/07/2019,Font Public Relations Pty Ltd,39129451716,No
For Change Co.,72 749 248 340,30/05/2025,Social Change Projects Pty Ltd,60676321270,No
FORCIT Defence,,25/06/2015,LOPAC Consulting Pty Limited,84150667486,No
Ford Co-operative Credit Society Limited,74 087 651 456,14/04/2025,Sapphire Executive Business Services,17 661 600 504,No
FORD MOTOR COMPANY OF AUSTRALIA PTY LTD,30 004 116 223,24/09/2024,TG Public Affairs Pty Ltd,23630677673,No
Forescout Technologies Pty Ltd,99 607 749 771,10/05/2022,National Advisory Pty Ltd,29634573363,No
Formbay Trading Pty Ltd,31146464995,27/05/2025,Diplomacy Pty Limited,17148998645,No
Fortem Australia,58 631 587 892,07/06/2022,Capital Integrity Group Pty Ltd,99 649 180 898,No
FORTEM AUSTRALIA LIMITED,58 631 587 892,31/01/2024,JO SCARD PTY LTD,29145634224,No
Fortune Agribusiness,39 707 683 117,30/05/2025,Brookline Advisory Pty Ltd,89669353477,No
Foundation Asset Management (FAM AB),,17/10/2023,TG Public Affairs Pty Ltd,23630677673,No
Foundation for The National Basilica of Our Lady Help of Christians,,07/12/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,No
Foundation Housing Ltd,78 115 629 662,17/03/2025,Purple Communications Australia Pty Ltd,37108802366,No
FPA AUSTRALIA PTY LTD,34 009 271 103,22/10/2024,SAS Consulting Group Pty Ltd,33136520548,No
FRAMESTORE AUSTRALIA PTY LTD,17 637 234 596,23/06/2025,Hawker Britton Group Pty Ltd,79109681405,No
Franchise Council of Australia Limited,17002789988,13/11/2023,ALPHA Consult Pty Ltd,39612003460,No
Fred IT Group Pty Ltd,68109546901,06/02/2020,National Advisory Pty Ltd,29634573363,No
FreeTV Australia,76 101 842 184,20/08/2024,TG Public Affairs Pty Ltd,23630677673,No
Fresh Fields Aged Care Pty Ltd (ABN 57 063 959 759),57063959759,21/06/2024,H/Advisors APA Pty Ltd,60074901545,No
Fresh Trading Pty Ltd,52624936081,23/05/2025,Barton Deakin Pty Ltd,65140067287,No
FRESH TRADING PTY LTD,52 624 936 081,23/06/2025,Hawker Britton Group Pty Ltd,79109681405,No
FRESH TRADING PTY LTD,52 624 936 081,04/07/2025,Sling & Stone Pty Ltd,87145965466,No
Friends of Ku-ring-gai Environment Inc,,01/02/2022,Leisure Solutions Pty Ltd,61982432138,No
Frisk - Search Pty Ltd,92 143 450 784,06/07/2023,Simplicity One Pty Ltd,38 640 087 494,No
Frisk-Search Pty Ltd,92143450784,27/01/2023,BDAAS Consulting Pty Ltd,62164001969,No
Fronditha Care,71 424 124 816,25/11/2024,GRACosway Pty Ltd,50082123822,No
FRV Services Australia Pty Ltd,60151469662,24/07/2024,Premier State Consulting Pty Ltd,26149964189,No
FRV Services Australia Pty Ltd,60151469662,24/07/2024,PremierNational Pty Ltd,71619450841,No
FTTH Council,,08/07/2018,Media and Public Affairs Australia,49622979177,No
Fugro Australia Pty Ltd,62 119 991 025,03/12/2024,A.GR Advisors Pty Ltd,56665229112,No
Fulcrum3D Pty Ltd,73 151 086 510,18/11/2021,Wilkinson Butler Pty Ltd,95164204111,No
Full Circle Therapies Inc,46 173 219 395,27/01/2023,PUZZLE CONSULTING PTY LTD,31626366452,No
FULL STOP AUSTRALIA,58023656939,10/02/2025,JO SCARD PTY LTD,29145634224,No
Fulldome.Pro Pty Ltd,70638798151,18/07/2022,Public Affairs and Campaigns Australia Pty Ltd,62632061226,No
Funding First,29 667 059 234,08/05/2025,RJS Strategic Advantage,89536266454,No
Fusion Pay,50 685 733 948,14/07/2025,Sapphire Executive Business Services,17 661 600 504,No
Future Energy Exports Cooperative Research Centre Ltd,84 640 498 371,26/06/2025,Bowie Beef,55358759500,Yes
Future Forgeworks,86 679 195 790,11/07/2025,SAS Consulting Group Pty Ltd,33136520548,No
Future Now Ventures,83 600 819 690,09/03/2023,FCC Partnership Pty Ltd,97104680588,No
G21 - Geelong Regional Alliance,,09/11/2011,Diplomacy Pty Limited,17148998645,No
Gallipoli Medical Research Foundation,42 077 750 693,07/02/2024,BB Win Win Outcomes,91671079056,No
GAMA Healthcare,17 103 939 420,15/11/2021,Nexus APAC Pty Ltd,76615655699,No
GAMING TECHNOLOGIES ASSOCIATION LIMITED,70060130770,11/12/2024,Milner Strategic Services,24957388494,No
Gardian Technologies,,16/05/2024,JPG Advisory,95 646 954 574,No
Garvan Research Foundation,,04/04/2013,OGILVY HEALTH PTY LTD,62 114 807 877,No
Gascoyne Gateway Limited,72638151747,04/09/2023,The Straya Group Australia Pty Ltd,62 671 948 164,Yes
Gascoyne Gateway Ltd,72638151747,04/05/2020,Precision Public Affairs Pty Ltd,42639299415,Yes
Gascoyne Gateway Ltd,72638151747,02/02/2023,CGM Communications Pty Ltd,66619642858,Yes
GB Energy Holdings Pty Ltd,60 615 552 693,21/06/2024,The Trustee for Sage Energy Advisors Trust,17501385748,Yes
GDI Group,66 769 561 310,14/07/2020,SEC Newgate Pty Limited,38162366056,No
GE Vernova,85 002 420 751,16/04/2025,PolicyWonks,50463070316,No
Gedeon Richter Australia,98 602 550 274,04/07/2024,Regs and Corporate Advisory Pty. Ltd.,14641055272,No
General Acoustics e.K.,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,No
General Mills Australia,,24/11/2011,Porter Novelli Australia Pty Ltd,40079616050,No
Generic and Biosimilar Medicines Association,,17/09/2018,Jannette Cotterell,51364113263,No
Genesis Group Inc,,19/09/2016,Bushido International Pty Ltd,58154594644,No
Gentari Renewables Australia (Solar) Pty Ltd,83 664 247 572,10/01/2025,Premier State Consulting Pty Ltd,26149964189,No
Gentari Renewables Australia (Solar) Pty Ltd,83 664 247 572,10/01/2025,PremierNational Pty Ltd,71619450841,No
Geodesic Partners,,31/03/2020,Lunik Pty Ltd,83615178571,No
Geoff RM Howard.,,01/10/2015,A D Evers-Buckland,72963316425,No
GeoMoby,17 163 226 560,15/07/2024,Perth Media Pty Ltd,33627879627,No
Geoscape Australia,23 089 912 710,20/11/2023,SEC Newgate Pty Limited,38162366056,No
Geotech Pty Ltd,94114336515,19/06/2025,SEC Newgate Pty Limited,38162366056,No
Geraldton Fishermens Cooperative,52425663385,28/02/2019,GRA Partners Pty Ltd,56131702755,No
GeSS Education,92160975593,01/02/2021,BB Win Win Outcomes,91671079056,No
Get Off Gas Pty Ltd,41 679 258 336,01/11/2024,Brockwell Strategy Pty Ltd,85675736259,Yes
Get Real Media,81103815809,11/02/2013,GIMC Consulting,41317956923,No
GGBV Australia,47166130598,16/12/2022,GAFMO Services and Facilitation,82633901274,No
Ghella Pty Ltd,85142392461,29/10/2024,SANLAAN PTY LTD,21131482230,No
GigaComm Pty Ltd,77 630 583 998,14/07/2025,Bastion Reputation Management Pty Ltd,34 606 814 680,No
GILEAD PTY. LIMITED,97 005 447 861,14/07/2021,OGILVY HEALTH PTY LTD,62 114 807 877,No
GILEAD SCIENCES PTY LIMITED,71 072 611 708,23/09/2020,Precision Public Affairs Pty Ltd,42639299415,No
GILEAD SCIENCES YM AUSTRALIA PTY LTD,44 162 988 249,09/02/2021,OGILVY HEALTH PTY LTD,62 114 807 877,No
Gilmour Space Technologies,17 166 858 260,12/10/2022,Horizon GR Pty Ltd,72 652 169 170,No
GILMOUR SPACE TECHNOLOGIES PTY. LTD.,17 166 858 260,17/11/2022,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
GIPPSLAND CRITICAL MINERALS PTY LTD,30 635 720 759,03/12/2024,EJF Advisory Pty Ltd,91 659 678 047,No
GIPPSLAND YOUTH SPACES INCORPORATED,88 205 852 966,10/01/2025,Collective Position Group Pty Ltd,18169904232,No
Glen Waverley Cougars Cricket Club,70983197321,01/02/2024,Gregory Robert Male,,No
Glenallen School,40628059225,01/07/2025,Gregory Robert Male,,No
Glencore Australia Holdings Pty Limited,37160626102,31/05/2022,GRACosway Pty Ltd,50082123822,No
Glencore Australia Pty Ltd,92 005 592 834,24/05/2022,Anacta Strategies Pty Ltd,64633978677,No
Glengarry Advisory,47632422872,02/03/2023,Making The World A Better Place Pty Ltd,13075789196,No
Glengarry Advisory Pty Ltd,47632422872,28/06/2024,Richardson Coutts Pty Ltd,82378912405,No
Glenmark Pharmaceuticals (Australia) Pty Limited,23116922500,03/02/2025,Kirchmann Management Consultants Pty Ltd,34837287161,No
Global Leadership Institute,33633704613,05/02/2025,BB Win Win Outcomes,91671079056,No
Global Lithium Resources Pty Ltd,58626093150,11/07/2025,Purple Communications Australia Pty Ltd,37108802366,No
Global Players Network Pty Ltd,41102371335,31/10/2024,EJF Advisory Pty Ltd,91 659 678 047,No
Global Players Network PTY LTD,41 102 371 335,04/11/2024,EJF Advisory Pty Ltd,91 659 678 047,No
Global Radiance Ship Management,,16/05/2024,JPG Advisory,95 646 954 574,No
Globalstar Inc,,01/03/2010,Australian Spectrum Consultants Pty Ltd,45079232116,No
Globalstar Inc,,09/10/2023,Spectrum Solutions Australia,47665184154,No
Goals A and N,,01/04/2015,Richardson Coutts Pty Ltd,82378912405,No
Gold Hydrogen Limited,74 647 468 899,11/04/2024,Crestview Strategy Pty Ltd,66675929343,No
Gold Road Resources Limited,,10/02/2017,Purple Communications Australia Pty Ltd,37108802366,No
Golden Group,80 111 196 082,12/07/2024,CGM Communications Pty Ltd,66619642858,No
Goldfields Masonic Homes Inc,53 234 135 266,27/01/2023,PUZZLE CONSULTING PTY LTD,31626366452,No
GOOD HOUSING PTY LTD,89 631 664 901,17/06/2025,Hawker Britton Group Pty Ltd,79109681405,No
Google Australia,,18/07/2017,SEC Newgate Pty Limited,38162366056,No
Google Australia Pty Ltd,33 102 417 032,05/11/2020,Eloquium Group Pty Ltd,45631309923,No
Google Cloud,68 610 798 466,07/02/2024,Sling & Stone Pty Ltd,87145965466,No
Goulburn Murray Credit Union Cooperative Ltd,87 087 651 509,14/04/2025,Sapphire Executive Business Services,17 661 600 504,No
Graincorp Limited,60 057 186 035,04/10/2023,SEC Newgate Pty Limited,38162366056,No
Graphene Manufacturing Group LTD,83614164877,11/03/2025,JP STRATEGIC ADVISORY PTY LTD,58674312077,No
Grapple Holdings Limited,83618091768,13/02/2023,FCC Partnership Pty Ltd,97104680588,No
Graymont Australia,24 004 406 688,13/11/2022,Hawker Britton Group Pty Ltd,79109681405,No
Greater Ballarat Alliance of Councils (GBAC),,24/06/2019,Premier Strategy Pty Ltd,63106038304,No
Greater South East Melbourne (GSEM),,01/03/2010,The Agenda Group Pty Ltd,92118248892,No
Green Globe,85 624 329 960,01/11/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,No
Green Li-ion Pte Ltd,80 662 303 979,14/07/2025,Hodgman Partners,12882167088,No
Green Steel of WA Pty Ltd,71 660 873 058,29/10/2024,Hawker Britton Group Pty Ltd,79109681405,No
Greenex Environmental Pty Limited,,20/12/2013,Cornerstone Group Australia Pty Ltd,99153936719,No
Greensteel Operations Pty Ltd,13679708144,18/02/2025,TG Public Affairs Pty Ltd,23630677673,No
Greyhound Racing NSW,,16/05/2024,JPG Advisory,95 646 954 574,No
GRNTK Australia Pty Ltd,,28/03/2023,Northstar Public Affairs Pty Ltd,25638744046,No
Grocery Delivery eServices Australia Pty Ltd,19 155 437 620,12/07/2024,Public Affairs and Campaigns Australia Pty Ltd,62632061226,No
Group of 100 inc,83398391246,30/04/2018,Woodhill Communication Pty Ltd,62613694189,No
GROUP OF 100 INC.,83398391246,08/11/2024,Richardson Coutts Pty Ltd,82378912405,No
GRSI,50 974 722 331,31/01/2022,PUZZLE CONSULTING PTY LTD,31626366452,No
GS1 Australia,67 005 529 920,10/07/2025,Akin Agency,26 624 988 263,No
Gulanga Group Pty Ltd,,02/07/2016,BDAAS Consulting Pty Ltd,62164001969,No
Gulanga Group Pty Ltd,59 606 954 992,06/07/2023,Simplicity One Pty Ltd,38 640 087 494,No
Gunaikurnai Land & Waters Aboriginal Corporation RNTBC,43 709 397 769,26/08/2024,Hawker Britton Group Pty Ltd,79109681405,No
Gundjeihmi Aboriginal Corporation,55881818247,13/10/2023,Upstream Consulting Pty Ltd,87620657418,No
GVK Coal Developers (Singapore) Pte Ltd,,07/03/2023,Crisis&Comms Co Pty Ltd,56637786899,No
Gypsum & Fertilizer Pty Ltd,57 112 630 430,01/06/2023,PRX Unit Trust,71595434578,No
Gypsum Resources Australia Pty Limited,65 008 021 449,31/10/2024,SEC Newgate Pty Limited,38162366056,No
H&R Block,89 064 268 800,05/06/2025,Nexus APAC Pty Ltd,76615655699,No
H&R Block,89 064 268 800,11/07/2025,Nexus APAC Pty Ltd,76615655699,No
HAA No. 1 Pty Ltd,92 683 822 451,11/03/2025,PYNE AND PARTNERS PTY LTD,81634747363,No
Haemophilia Foundation Australia,,20/04/2020,OGILVY HEALTH PTY LTD,62 114 807 877,No
Halliburton Energy Services,,06/12/2012,GRACosway Pty Ltd,50082123822,Yes
Halliburton Energy Services Inc,,10/06/2025,GRA Partners Pty Ltd,56131702755,Yes
Halter,,06/01/2025,The Agenda Group Pty Ltd,92118248892,No
Hancock Coal Pty Ltd,36130249973,07/03/2023,Crisis&Comms Co Pty Ltd,56637786899,No
Hancock Prospecting Pty Ltd,69 008 676 417,02/04/2024,GRA Partners Pty Ltd,56131702755,No
Hanking Australia Investment Pty Ltd,24613858843,23/01/2025,Branksome Advisory,54663300034,No
Hansa Biopharma AB,,22/12/2021,Kirchmann Management Consultants Pty Ltd,34837287161,No
Hanwha Aerospace & Systems,,15/04/2024,PYNE AND PARTNERS PTY LTD,81634747363,No
Hanwha Defense Australia Pty Ltd,76 630 335 616,27/07/2023,Horizon GR Pty Ltd,72 652 169 170,No
Hanwha Defense Australia Pty Ltd,76 630 335 616,25/10/2024,Dragoman Pty Ltd,76619209915,No
Harbison Memorial Retirement Village (ABN 23 001 507 624),23001507624,03/12/2024,H/Advisors APA Pty Ltd,60074901545,No
Harcourts Group (Australia) Pty Limited,48 074 304 073,04/11/2022,Fowlstone Communications Pty Ltd,74085739046,No
Harmony Early Learning Pty Ltd,34 615 934 033,13/05/2025,Jutsum Advisory Pty Ltd ATF Jutsum Family Trust,68973583422,No
Harrison Manufacturing Co Pty Ltd,50 000 080 946,17/10/2023,Wilkinson Butler Pty Ltd,95164204111,No
Harry Perkins Institute of Medical Research,16 823 190 402,23/07/2021,SEC Newgate Pty Limited,38162366056,No
Harvey Norman,,08/07/2018,Media and Public Affairs Australia,49622979177,No
Havas Red (ABN 32 003 435 470),32003435470,26/04/2024,H/Advisors APA Pty Ltd,60074901545,No
Havas South Pacific Pty Ltd (ABN 44 005 747 339),44005747339,23/04/2024,H/Advisors APA Pty Ltd,60074901545,No
Hawkeye 360,,17/07/2020,GCB STRATOS CONSULTING PTY LTD,36608484920,No
Haztech Environmental,27630291348,01/07/2018,Haztech Environmental,27630291348,No
HB Pharmacy Pty Ltd,68973251025,13/09/2022,BB Win Win Outcomes,91671079056,No
Head and Neck Cancer Australia,44600709733,20/01/2023,Red Mitten,83259412882,No
headspace National Youth Mental Health Foundation Ltd,,19/02/2016,CPR Communications & Public Relations Pty Ltd,94064357544,No
Heal Urgent Care Pty Ltd,34659696821,02/02/2024,Unravelling Red Tape Pty Ltd,69626524178,No
Health Employees Superannuation Trust Australia,64 971 749 321,13/07/2021,Public Affairs and Campaigns Australia Pty Ltd,62632061226,No
Health Equity Matters,91 708 310 631,12/08/2021,Nexus APAC Pty Ltd,76615655699,No
Healthcare Australia Pty Ltd,95 108 180 589,14/04/2025,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
Healthcare Logic Pty Ltd,84616106382,29/10/2024,SANLAAN PTY LTD,21131482230,No
Healthed,13603040704,23/05/2025,Barton Deakin Pty Ltd,65140067287,No
HEALTHED PTY LTD,13603040704,23/06/2025,Hawker Britton Group Pty Ltd,79109681405,No
Healthy Bones Australia,45098570515,07/07/2023,Precision Public Affairs Pty Ltd,42639299415,No
HealthyLife Company Pty Ltd,95647137111,08/09/2022,Willard Public Affairs Pty Limited,17165851856,No
Hearing Care Industry Association Pty Ltd,63 129 988 503,08/09/2022,Horizon GR Pty Ltd,72 652 169 170,No
Heart of Australia,,08/01/2023,MT Engagement Pty Ltd,89664355702,No
Heart Research Institute,,22/07/2020,Jannette Cotterell,51364113263,No
Hearts4Heart,16789232707,01/02/2022,London Agency Pty Ltd,73145352147,No
Helia Insurance Pty Ltd,60106974305,06/11/2023,TSB Advisory Pty Ltd,90604408826,No
Hellenic Community of WA Inc,43 348 779 338,23/01/2025,GRA Partners Pty Ltd,56131702755,No
Helmont Energy,53 640 683 727,11/07/2022,Asys Consulting,74068259683,Yes
HELPING HAND AGED CARE INC,19636743675,03/02/2025,The Trustee for Neagle Family Trust,55305718177,No
Hemmes Trading Pty Ltd,29105332652,13/02/2018,PremierNational Pty Ltd,71619450841,No
Hemmes Trading Pty Ltd,29105332652,29/08/2012,Premier State Consulting Pty Ltd,26149964189,No
Her Place Australian Women's Heritage and Museum Ltd,16609236062,07/07/2025,Regs and Corporate Advisory Pty. Ltd.,14641055272,No
HERITAGE AND PEOPLE'S CHOICE LIMITED,11 087 651 125,17/07/2024,SEC Newgate Pty Limited,38162366056,No
Heritage Minerals,61 633 121 954,04/08/2021,PolicyWonks,50463070316,No
HESTA,64 971 749 321,11/12/2020,Barton Deakin Pty Ltd,65140067287,No
Hide and Seek Group Pty Ltd,55 649 950 158,22/02/2024,Australian Corporate Advisory Pty Ltd,20654592926,No
Higher Education Advisory ANZ Pty Ltd,36 629 608 537,06/12/2024,Nexus APAC Pty Ltd,76615655699,No
Hikvision Australia Pty Ltd,46 164 676 671,30/08/2024,Hawker Britton Group Pty Ltd,79109681405,No
Hillarys Yacht Club,92182629615,14/02/2025,Stockdale Investments Pty Ltd atf Harris Family Trust,81323296865,No
Hillhouse Group,,07/09/2023,DPG Advisory Solutions,14634403115,No
HINDMARSH CONSTRUCTION AUSTRALIA PTY LTD,15 126 578 176,02/09/2024,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,No
Hire and Rental Industry Association,70 093 630 847,03/07/2023,Unravelling Red Tape Pty Ltd,69626524178,No
Hitachi Energy Australia,29010087608,03/02/2025,SECOND SUN MEDIA PTY LTD,25 633 329 174,Yes
HitIQ,53 609 543 213,03/02/2023,Asys Consulting,74068259683,No
Hive and Wellness Australia Pty Ltd,55 009 686 435,14/07/2025,Bastion Reputation Management Pty Ltd,34 606 814 680,No
Hobart International Airport Pty Ltd,27080919777,05/02/2020,Font Public Relations Pty Ltd,39129451716,No
Hollard Insurance,78 090 584 473,08/04/2025,TG Public Affairs Pty Ltd,23630677673,No
Holmes Institute Pty Ltd,44 112 115 643,17/09/2024,PYNE AND PARTNERS PTY LTD,81634747363,No
Holmwood Highgate,70 055 046 038,08/09/2022,BB Win Win Outcomes,91671079056,No
Home Caring Pty Ltd,46 604 047 752,07/02/2023,Wilkinson Butler Pty Ltd,95164204111,No
